,pid,age,hh_income,sex,employment,day,hh_zone,access_egress_distance,vehicles
33861,nts202301047603,54-61,>68887,male,ft-employed,sunday,urban,>15.8,2
33862,nts202301047604,54-61,>68887,male,ft-employed,monday,urban,>15.8,2
33863,nts202301047606,54-61,>68887,male,ft-employed,wednesday,urban,>15.8,2
33864,nts202301047701,32-40,>68887,female,ft-employed,friday,urban,9.15862-15.8,2
33865,nts202301047702,32-40,>68887,female,ft-employed,saturday,urban,9.15862-15.8,2
33866,nts202301047703,32-40,>68887,female,ft-employed,sunday,urban,9.15862-15.8,2
33867,nts202301047704,32-40,>68887,female,ft-employed,monday,urban,9.15862-15.8,2
33868,nts202301047705,32-40,>68887,female,ft-employed,tuesday,urban,9.15862-15.8,2
33869,nts202301047801,32-40,>68887,male,ft-employed,monday,urban,≤3.376,2
33870,nts202301047802,32-40,>68887,male,ft-employed,tuesday,urban,≤3.376,2
33871,nts202301047803,32-40,>68887,male,ft-employed,wednesday,urban,≤3.376,2
33872,nts202301047804,32-40,>68887,male,ft-employed,thursday,urban,≤3.376,2
33873,nts202301047805,32-40,>68887,male,ft-employed,friday,urban,≤3.376,2
33874,nts202301047806,32-40,>68887,male,ft-employed,saturday,urban,≤3.376,2
33875,nts202301047807,32-40,>68887,male,ft-employed,sunday,urban,≤3.376,2
33876,nts202301047901,48-54,>68887,female,other,monday,urban,3.376-5.8,2
33877,nts202301047902,48-54,>68887,female,other,tuesday,urban,3.376-5.8,2
33878,nts202301047903,48-54,>68887,female,other,wednesday,urban,3.376-5.8,2
33879,nts202301047904,48-54,>68887,female,other,thursday,urban,3.376-5.8,2
33880,nts202301047905,48-54,>68887,female,other,friday,urban,3.376-5.8,2
33881,nts202301047906,48-54,>68887,female,other,saturday,urban,3.376-5.8,2
33882,nts202301048001,≤10,>68887,female,unknown,monday,urban,3.376-5.8,2
33883,nts202301048002,≤10,>68887,female,unknown,tuesday,urban,3.376-5.8,2
33884,nts202301048003,≤10,>68887,female,unknown,wednesday,urban,3.376-5.8,2
33885,nts202301048004,≤10,>68887,female,unknown,thursday,urban,3.376-5.8,2
33886,nts202301048005,≤10,>68887,female,unknown,friday,urban,3.376-5.8,2
33887,nts202301048006,≤10,>68887,female,unknown,saturday,urban,3.376-5.8,2
33888,nts202301048007,≤10,>68887,female,unknown,sunday,urban,3.376-5.8,2
33889,nts202301048101,≤10,>68887,male,unknown,monday,urban,3.376-5.8,2
33890,nts202301048102,≤10,>68887,male,unknown,tuesday,urban,3.376-5.8,2
33891,nts202301048103,≤10,>68887,male,unknown,wednesday,urban,3.376-5.8,2
33892,nts202301048104,≤10,>68887,male,unknown,thursday,urban,3.376-5.8,2
33893,nts202301048105,≤10,>68887,male,unknown,friday,urban,3.376-5.8,2
33894,nts202301048106,≤10,>68887,male,unknown,saturday,urban,3.376-5.8,2
33895,nts202301048201,48-54,>68887,female,ft-employed,friday,urban,9.15862-15.8,2
33896,nts202301048205,48-54,>68887,female,ft-employed,tuesday,urban,9.15862-15.8,2
33897,nts202301048206,48-54,>68887,female,ft-employed,wednesday,urban,9.15862-15.8,2
33898,nts202301048301,54-61,>68887,male,ft-employed,friday,urban,9.15862-15.8,2
33899,nts202301048302,54-61,>68887,male,ft-employed,saturday,urban,9.15862-15.8,2
33900,nts202301048303,54-61,>68887,male,ft-employed,sunday,urban,9.15862-15.8,2
33901,nts202301048304,54-61,>68887,male,ft-employed,monday,urban,9.15862-15.8,2
33902,nts202301048401,21-32,22316-32118,female,other,tuesday,urban,≤3.376,1
33903,nts202301048402,21-32,22316-32118,female,other,wednesday,urban,≤3.376,1
33904,nts202301048403,21-32,22316-32118,female,other,thursday,urban,≤3.376,1
33905,nts202301048501,40-48,22316-32118,male,ft-employed,tuesday,urban,>15.8,1
33906,nts202301048601,≤10,22316-32118,male,unknown,tuesday,urban,5.8-9.15862,1
33907,nts202301048602,≤10,22316-32118,male,unknown,wednesday,urban,5.8-9.15862,1
33908,nts202301048603,≤10,22316-32118,male,unknown,thursday,urban,5.8-9.15862,1
33909,nts202301048701,≤10,22316-32118,male,unknown,tuesday,urban,≤3.376,1
33910,nts202301048702,≤10,22316-32118,male,unknown,wednesday,urban,≤3.376,1
33911,nts202301048801,48-54,44107-68887,female,ft-employed,friday,urban,3.376-5.8,1
33912,nts202301048802,48-54,44107-68887,female,ft-employed,saturday,urban,3.376-5.8,1
33913,nts202301048803,48-54,44107-68887,female,ft-employed,sunday,urban,3.376-5.8,1
33914,nts202301048804,48-54,44107-68887,female,ft-employed,monday,urban,3.376-5.8,1
33915,nts202301048805,48-54,44107-68887,female,ft-employed,tuesday,urban,3.376-5.8,1
33916,nts202301048806,48-54,44107-68887,female,ft-employed,wednesday,urban,3.376-5.8,1
33917,nts202301048807,48-54,44107-68887,female,ft-employed,thursday,urban,3.376-5.8,1
33918,nts202301049001,>75,22316-32118,female,retired,saturday,urban,≤3.376,0
33919,nts202301049101,68-75,>68887,male,retired,saturday,urban,9.15862-15.8,2
33920,nts202301049102,68-75,>68887,male,retired,sunday,urban,9.15862-15.8,2
33921,nts202301049103,68-75,>68887,male,retired,monday,urban,9.15862-15.8,2
33922,nts202301049104,68-75,>68887,male,retired,tuesday,urban,9.15862-15.8,2
33923,nts202301049105,68-75,>68887,male,retired,wednesday,urban,9.15862-15.8,2
33924,nts202301049201,>75,>68887,female,retired,saturday,urban,>15.8,2
33925,nts202301049202,>75,>68887,female,retired,sunday,urban,>15.8,2
33926,nts202301049301,>75,≤22316,female,retired,tuesday,urban,5.8-9.15862,0
33927,nts202301049302,>75,≤22316,female,retired,wednesday,urban,5.8-9.15862,0
33928,nts202301049303,>75,≤22316,female,retired,thursday,urban,5.8-9.15862,0
33929,nts202301049304,>75,≤22316,female,retired,friday,urban,5.8-9.15862,0
33930,nts202301049401,68-75,≤22316,male,retired,friday,urban,≤3.376,0
33931,nts202301049501,68-75,≤22316,female,retired,friday,urban,≤3.376,0
33932,nts202301049502,68-75,≤22316,female,retired,saturday,urban,≤3.376,0
33933,nts202301049503,68-75,≤22316,female,retired,sunday,urban,≤3.376,0
33934,nts202301049504,68-75,≤22316,female,retired,monday,urban,≤3.376,0
33935,nts202301049505,68-75,≤22316,female,retired,tuesday,urban,≤3.376,0
33936,nts202301049601,21-32,>68887,male,ft-employed,wednesday,urban,9.15862-15.8,2
33937,nts202301049602,21-32,>68887,male,ft-employed,thursday,urban,9.15862-15.8,2
33938,nts202301049603,21-32,>68887,male,ft-employed,friday,urban,9.15862-15.8,2
33939,nts202301049604,21-32,>68887,male,ft-employed,saturday,urban,9.15862-15.8,2
33940,nts202301049605,21-32,>68887,male,ft-employed,sunday,urban,9.15862-15.8,2
33941,nts202301049606,21-32,>68887,male,ft-employed,monday,urban,9.15862-15.8,2
33942,nts202301049607,21-32,>68887,male,ft-employed,tuesday,urban,9.15862-15.8,2
33943,nts202301049701,32-40,>68887,female,ft-employed,wednesday,urban,5.8-9.15862,2
33944,nts202301049702,32-40,>68887,female,ft-employed,thursday,urban,5.8-9.15862,2
33945,nts202301049703,32-40,>68887,female,ft-employed,friday,urban,5.8-9.15862,2
33946,nts202301049704,32-40,>68887,female,ft-employed,saturday,urban,5.8-9.15862,2
33947,nts202301049705,32-40,>68887,female,ft-employed,sunday,urban,5.8-9.15862,2
33948,nts202301049706,32-40,>68887,female,ft-employed,monday,urban,5.8-9.15862,2
33949,nts202301049801,>75,≤22316,male,retired,wednesday,urban,3.376-5.8,1
33950,nts202301049802,>75,≤22316,male,retired,thursday,urban,3.376-5.8,1
33951,nts202301050001,32-40,>68887,male,ft-employed,thursday,urban,≤3.376,0
33952,nts202301050002,32-40,>68887,male,ft-employed,friday,urban,≤3.376,0
33953,nts202301050003,32-40,>68887,male,ft-employed,saturday,urban,≤3.376,0
33954,nts202301050101,48-54,22316-32118,female,ft-employed,thursday,urban,>15.8,1
33955,nts202301050102,48-54,22316-32118,female,ft-employed,friday,urban,>15.8,1
33956,nts202301050103,48-54,22316-32118,female,ft-employed,saturday,urban,>15.8,1
33957,nts202301050105,48-54,22316-32118,female,ft-employed,monday,urban,>15.8,1
33958,nts202301050106,48-54,22316-32118,female,ft-employed,tuesday,urban,>15.8,1
33959,nts202301050107,48-54,22316-32118,female,ft-employed,wednesday,urban,>15.8,1
33960,nts202301050201,>75,22316-32118,male,retired,thursday,urban,5.8-9.15862,1
33961,nts202301050202,>75,22316-32118,male,retired,friday,urban,5.8-9.15862,1
33962,nts202301050203,>75,22316-32118,male,retired,saturday,urban,5.8-9.15862,1
33963,nts202301050301,>75,22316-32118,female,retired,thursday,urban,5.8-9.15862,1
33964,nts202301050302,>75,22316-32118,female,retired,friday,urban,5.8-9.15862,1
33965,nts202301050303,>75,22316-32118,female,retired,saturday,urban,5.8-9.15862,1
33966,nts202301050402,54-61,44107-68887,female,ft-employed,thursday,urban,>15.8,1
33967,nts202301050403,54-61,44107-68887,female,ft-employed,friday,urban,>15.8,1
33968,nts202301050404,54-61,44107-68887,female,ft-employed,saturday,urban,>15.8,1
33969,nts202301050405,54-61,44107-68887,female,ft-employed,sunday,urban,>15.8,1
33970,nts202301050502,21-32,≤22316,female,other,thursday,urban,>15.8,0
33971,nts202301050503,21-32,≤22316,female,other,friday,urban,>15.8,0
33972,nts202301050602,≤10,≤22316,female,unknown,thursday,urban,>15.8,0
33973,nts202301050701,21-32,>68887,female,ft-employed,thursday,urban,>15.8,1
33974,nts202301050702,21-32,>68887,female,ft-employed,friday,urban,>15.8,1
33975,nts202301050703,21-32,>68887,female,ft-employed,saturday,urban,>15.8,1
33976,nts202301050704,21-32,>68887,female,ft-employed,sunday,urban,>15.8,1
33977,nts202301050705,21-32,>68887,female,ft-employed,monday,urban,>15.8,1
33978,nts202301050706,21-32,>68887,female,ft-employed,tuesday,urban,>15.8,1
33979,nts202301050801,21-32,>68887,male,ft-employed,thursday,urban,>15.8,1
33980,nts202301050802,21-32,>68887,male,ft-employed,friday,urban,>15.8,1
33981,nts202301050803,21-32,>68887,male,ft-employed,saturday,urban,>15.8,1
33982,nts202301050804,21-32,>68887,male,ft-employed,sunday,urban,>15.8,1
33983,nts202301050805,21-32,>68887,male,ft-employed,monday,urban,>15.8,1
33984,nts202301050806,21-32,>68887,male,ft-employed,tuesday,urban,>15.8,1
33985,nts202301050901,>75,22316-32118,female,retired,sunday,urban,3.376-5.8,0
33986,nts202301050902,>75,22316-32118,female,retired,monday,urban,3.376-5.8,0
33987,nts202301050903,>75,22316-32118,female,retired,tuesday,urban,3.376-5.8,0
33988,nts202301051001,61-68,≤22316,male,retired,monday,urban,≤3.376,0
33989,nts202301051002,61-68,≤22316,male,retired,tuesday,urban,≤3.376,0
33990,nts202301051003,61-68,≤22316,male,retired,wednesday,urban,≤3.376,0
33991,nts202301051004,61-68,≤22316,male,retired,thursday,urban,≤3.376,0
33992,nts202301051005,61-68,≤22316,male,retired,friday,urban,≤3.376,0
33993,nts202301051101,32-40,22316-32118,male,ft-employed,sunday,urban,9.15862-15.8,1
33994,nts202301051102,32-40,22316-32118,male,ft-employed,monday,urban,9.15862-15.8,1
33995,nts202301051103,32-40,22316-32118,male,ft-employed,tuesday,urban,9.15862-15.8,1
33996,nts202301051104,32-40,22316-32118,male,ft-employed,wednesday,urban,9.15862-15.8,1
33997,nts202301051105,32-40,22316-32118,male,ft-employed,thursday,urban,9.15862-15.8,1
33998,nts202301051201,10-21,22316-32118,male,student,sunday,urban,3.376-5.8,1
33999,nts202301051202,10-21,22316-32118,male,student,monday,urban,3.376-5.8,1
34000,nts202301051203,10-21,22316-32118,male,student,tuesday,urban,3.376-5.8,1
34001,nts202301051204,10-21,22316-32118,male,student,wednesday,urban,3.376-5.8,1
34002,nts202301051205,10-21,22316-32118,male,student,thursday,urban,3.376-5.8,1
34003,nts202301051206,10-21,22316-32118,male,student,friday,urban,3.376-5.8,1
34004,nts202301051207,10-21,22316-32118,male,student,saturday,urban,3.376-5.8,1
34005,nts202301051301,10-21,22316-32118,male,unknown,sunday,urban,3.376-5.8,1
34006,nts202301051302,10-21,22316-32118,male,unknown,monday,urban,3.376-5.8,1
34007,nts202301051303,10-21,22316-32118,male,unknown,tuesday,urban,3.376-5.8,1
34008,nts202301051401,40-48,32118-44107,male,ft-employed,monday,urban,>15.8,1
34009,nts202301051402,40-48,32118-44107,male,ft-employed,tuesday,urban,>15.8,1
34010,nts202301051403,40-48,32118-44107,male,ft-employed,wednesday,urban,>15.8,1
34011,nts202301051501,48-54,32118-44107,female,pt-employed,monday,urban,9.15862-15.8,1
34012,nts202301051502,48-54,32118-44107,female,pt-employed,tuesday,urban,9.15862-15.8,1
34013,nts202301051503,48-54,32118-44107,female,pt-employed,wednesday,urban,9.15862-15.8,1
34014,nts202301051504,48-54,32118-44107,female,pt-employed,thursday,urban,9.15862-15.8,1
34015,nts202301051505,48-54,32118-44107,female,pt-employed,friday,urban,9.15862-15.8,1
34016,nts202301051601,21-32,32118-44107,male,student,monday,urban,≤3.376,1
34017,nts202301051602,21-32,32118-44107,male,student,tuesday,urban,≤3.376,1
34018,nts202301051603,21-32,32118-44107,male,student,wednesday,urban,≤3.376,1
34019,nts202301051604,21-32,32118-44107,male,student,thursday,urban,≤3.376,1
34020,nts202301051701,54-61,22316-32118,male,ft-employed,monday,urban,5.8-9.15862,1
34021,nts202301051702,54-61,22316-32118,male,ft-employed,tuesday,urban,5.8-9.15862,1
34022,nts202301051703,54-61,22316-32118,male,ft-employed,wednesday,urban,5.8-9.15862,1
34023,nts202301051704,54-61,22316-32118,male,ft-employed,thursday,urban,5.8-9.15862,1
34024,nts202301051707,54-61,22316-32118,male,ft-employed,sunday,urban,5.8-9.15862,1
34025,nts202301051801,54-61,22316-32118,female,ft-employed,monday,urban,9.15862-15.8,1
34026,nts202301051802,54-61,22316-32118,female,ft-employed,tuesday,urban,9.15862-15.8,1
34027,nts202301051803,54-61,22316-32118,female,ft-employed,wednesday,urban,9.15862-15.8,1
34028,nts202301051804,54-61,22316-32118,female,ft-employed,thursday,urban,9.15862-15.8,1
34029,nts202301051807,54-61,22316-32118,female,ft-employed,sunday,urban,9.15862-15.8,1
34030,nts202301051901,68-75,32118-44107,female,retired,monday,urban,5.8-9.15862,0
34031,nts202301051902,68-75,32118-44107,female,retired,tuesday,urban,5.8-9.15862,0
34032,nts202301051903,68-75,32118-44107,female,retired,wednesday,urban,5.8-9.15862,0
34033,nts202301051904,68-75,32118-44107,female,retired,thursday,urban,5.8-9.15862,0
34034,nts202301051905,68-75,32118-44107,female,retired,friday,urban,5.8-9.15862,0
34035,nts202301052002,>75,32118-44107,male,retired,tuesday,urban,3.376-5.8,0
34036,nts202301052003,>75,32118-44107,male,retired,wednesday,urban,3.376-5.8,0
34037,nts202301052004,>75,32118-44107,male,retired,thursday,urban,3.376-5.8,0
34038,nts202301052005,>75,32118-44107,male,retired,friday,urban,3.376-5.8,0
34039,nts202301052101,>75,32118-44107,male,retired,tuesday,urban,5.8-9.15862,0
34040,nts202301052102,>75,32118-44107,male,retired,wednesday,urban,5.8-9.15862,0
34041,nts202301052103,>75,32118-44107,male,retired,thursday,urban,5.8-9.15862,0
34042,nts202301052104,>75,32118-44107,male,retired,friday,urban,5.8-9.15862,0
34043,nts202301052201,48-54,>68887,female,unemployed,sunday,urban,3.376-5.8,3
34044,nts202301052202,48-54,>68887,female,unemployed,monday,urban,3.376-5.8,3
34045,nts202301052203,48-54,>68887,female,unemployed,tuesday,urban,3.376-5.8,3
34046,nts202301052204,48-54,>68887,female,unemployed,wednesday,urban,3.376-5.8,3
34047,nts202301052205,48-54,>68887,female,unemployed,thursday,urban,3.376-5.8,3
34048,nts202301052302,48-54,>68887,male,ft-employed,monday,urban,>15.8,3
34049,nts202301052303,48-54,>68887,male,ft-employed,tuesday,urban,>15.8,3
34050,nts202301052304,48-54,>68887,male,ft-employed,wednesday,urban,>15.8,3
34051,nts202301052305,48-54,>68887,male,ft-employed,thursday,urban,>15.8,3
34052,nts202301052306,48-54,>68887,male,ft-employed,friday,urban,>15.8,3
34053,nts202301052402,10-21,>68887,male,ft-employed,monday,urban,>15.8,3
34054,nts202301052403,10-21,>68887,male,ft-employed,tuesday,urban,>15.8,3
34055,nts202301052404,10-21,>68887,male,ft-employed,wednesday,urban,>15.8,3
34056,nts202301052405,10-21,>68887,male,ft-employed,thursday,urban,>15.8,3
34057,nts202301052406,10-21,>68887,male,ft-employed,friday,urban,>15.8,3
34058,nts202301052501,54-61,22316-32118,female,ft-employed,monday,urban,5.8-9.15862,1
34059,nts202301052502,54-61,22316-32118,female,ft-employed,tuesday,urban,5.8-9.15862,1
34060,nts202301052503,54-61,22316-32118,female,ft-employed,wednesday,urban,5.8-9.15862,1
34061,nts202301052504,54-61,22316-32118,female,ft-employed,thursday,urban,5.8-9.15862,1
34062,nts202301052505,54-61,22316-32118,female,ft-employed,friday,urban,5.8-9.15862,1
34063,nts202301052506,54-61,22316-32118,female,ft-employed,saturday,urban,5.8-9.15862,1
34064,nts202301052601,>75,32118-44107,female,retired,thursday,urban,3.376-5.8,0
34065,nts202301052602,>75,32118-44107,female,retired,friday,urban,3.376-5.8,0
34066,nts202301052701,32-40,22316-32118,female,ft-employed,saturday,urban,≤3.376,0
34067,nts202301052702,32-40,22316-32118,female,ft-employed,sunday,urban,≤3.376,0
34068,nts202301052703,32-40,22316-32118,female,ft-employed,monday,urban,≤3.376,0
34069,nts202301052704,32-40,22316-32118,female,ft-employed,tuesday,urban,≤3.376,0
34070,nts202301052801,10-21,22316-32118,female,pt-employed,saturday,urban,5.8-9.15862,0
34071,nts202301052802,10-21,22316-32118,female,pt-employed,sunday,urban,5.8-9.15862,0
34072,nts202301052803,10-21,22316-32118,female,pt-employed,monday,urban,5.8-9.15862,0
34073,nts202301052804,10-21,22316-32118,female,pt-employed,tuesday,urban,5.8-9.15862,0
34074,nts202301052805,10-21,22316-32118,female,pt-employed,wednesday,urban,5.8-9.15862,0
34075,nts202301052806,10-21,22316-32118,female,pt-employed,thursday,urban,5.8-9.15862,0
34076,nts202301052901,10-21,22316-32118,male,unknown,saturday,urban,≤3.376,0
34077,nts202301052902,10-21,22316-32118,male,unknown,sunday,urban,≤3.376,0
34078,nts202301053001,>75,22316-32118,male,retired,wednesday,urban,≤3.376,0
34079,nts202301053002,>75,22316-32118,male,retired,thursday,urban,≤3.376,0
34080,nts202301053101,>75,22316-32118,female,retired,wednesday,urban,≤3.376,0
34081,nts202301053102,>75,22316-32118,female,retired,thursday,urban,≤3.376,0
34082,nts202301053201,21-32,22316-32118,female,pt-employed,tuesday,urban,>15.8,1
34083,nts202301053203,21-32,22316-32118,female,pt-employed,thursday,urban,>15.8,1
34084,nts202301053204,21-32,22316-32118,female,pt-employed,friday,urban,>15.8,1
34085,nts202301053304,10-21,22316-32118,male,unknown,friday,urban,>15.8,1
34086,nts202301053404,≤10,22316-32118,female,unknown,friday,urban,>15.8,1
34087,nts202301053501,48-54,32118-44107,female,ft-employed,thursday,urban,>15.8,1
34088,nts202301053502,48-54,32118-44107,female,ft-employed,friday,urban,>15.8,1
34089,nts202301053503,48-54,32118-44107,female,ft-employed,saturday,urban,>15.8,1
34090,nts202301053504,48-54,32118-44107,female,ft-employed,sunday,urban,>15.8,1
34091,nts202301053505,48-54,32118-44107,female,ft-employed,monday,urban,>15.8,1
34092,nts202301053506,48-54,32118-44107,female,ft-employed,tuesday,urban,>15.8,1
34093,nts202301053507,48-54,32118-44107,female,ft-employed,wednesday,urban,>15.8,1
